time,progress,x,y,z
0,0,0,0,0
0.9834499,0,0,0,0
1.987566,0,0,0,0
2.991905,0,0,0,0
3.988665,0,0,0,0
4.989178,0,0,0,0
5.983965,0,0,0,0
6.983469,0,0,0,0
7.995735,0,0,0,0
8.98353,0,0,0,0
9.98357,0,0,0,0
10.98445,0,0,0,0
11.9845,0,0,0,0
12.99247,0,-5.184764,0.5800049,4.236129
13.98724,0,-8.402938,0.5800048,9.408465
14.98732,0,-13.11695,0.5800049,18.55519
15.99573,0,-13.11695,0.5800049,18.55519
16.98802,0,-13.11695,0.5800049,18.55519
17.98405,0,-1.866796,0.580005,24.30639
18.98463,0,-1.841702,0.5800057,24.31267
19.98704,0,11.41393,0.5800025,29.26972
20.9924,0,27.31624,0.5800044,24.59697
21.98807,0,34.08079,0.5800043,21.79502
22.9838,0,41.39474,0.5800028,17.78175
23.98825,0,41.39474,0.5800028,17.78175
24.98388,0,41.39474,0.5800028,17.78175
25.98704,0,41.39474,0.5800028,17.78175
26.98895,0,49.89433,0.5800048,16.24478
27.99668,0,67.27906,0.5800108,21.05624
28.99166,0,83.82106,0.580005,31.46656
29.99166,0,102.5563,0.580005,37.77911
30.98836,0,115.3539,0.5800049,52.83082
31.98387,0,116.493,0.5800046,55.53683
32.98747,0,116.493,0.5800046,55.53683
34.00015,0,116.493,0.5800046,55.53683
34.98725,0,116.493,0.5800046,55.53683
35.98763,0,116.493,0.5800046,55.53683
36.9872,0,116.493,0.5800027,55.53683
37.99132,0,116.493,0.5800027,55.53683
38.99162,0,116.493,0.5800027,55.53683
39.98767,0,107.5947,0.5800025,58.59051
40.98783,0,89.65041,0.5800032,50.63588
41.98465,0,70.82533,0.580005,50.75465
42.98914,0,58.13846,0.580005,65.9411
43.99151,0,57.12933,0.580005,85.07082
44.9841,0,57.92433,0.580005,90.55369
45.98375,0,57.92433,0.5800048,90.55369
46.98792,0,53.43383,0.580005,101.319
47.9837,0,39.83061,0.580005,114.7302
48.98738,0,37.94476,0.580005,127.1081
49.98751,0,38.23178,0.580005,127.3072
50.98389,0,49.56697,0.580005,135.1707
51.98402,0,61.10602,0.580005,139.6145
52.98773,0,74.64795,0.580005,139.7035
53.99117,0,91.56385,0.580005,140.869
54.99236,0,111.0892,0.580005,137.4232
55.98789,0,125.7903,0.580005,136.8147
56.99136,0,134.7909,0.5800049,147.6386
57.98738,0,136.8397,0.5800045,155.8828
58.98364,0,139.3699,0.5800051,172.9805
59.98775,0,139.3717,0.5800048,173.0399
60.98761,0,139.3717,0.5800048,173.0399
61.99201,0,139.3717,0.5800048,173.0399
62.98441,0,133.7222,0.5800049,162.7794
63.98386,0,130.0896,0.580005,143.3973
64.99162,0,128.7778,0.5800049,141.7086
65.98757,0,111.6554,0.5800047,138.7001
66.98787,0,92.21968,0.580005,141.6264
67.99245,0,73.28147,0.5800049,141.2744
68.98808,0,65.88416,0.580005,138.9555
69.98723,0,47.12341,0.5800049,132.1572
70.99162,0,27.6031,0.580005,128.9726
71.99213,0,9.563637,0.580005,136.1253
72.98736,0,-1.410707,0.580005,152.0529
73.98718,0,-8.052729,0.580005,167.3762
74.98837,0,-8.602859,0.580005,177.0386
75.98823,0,-8.910069,0.580005,179.0992
76.99142,0,-11.32267,0.580005,176.7827
77.9882,0,-18.42663,0.580005,174.258
78.98809,0,-35.1046,0.580005,165.7472
79.98748,0,-45.97042,0.580005,163.0771
80.98428,0,-64.4516,0.580005,156.1193
81.98798,0,-80.49549,0.580005,144.3004
82.98722,0,-96.34531,0.580005,132.3567
83.9836,0,-109.0839,0.580005,117.4364
84.98452,0,-115.3329,0.580005,98.96125
85.98773,0,-113.8062,0.580005,78.98937
